RegionType,RegionName,StateName,MSAName,AllHomes_Tier1,AllHomes_Tier2,AllHomes_Tier3,AllHomes_AllTiers,UWHomes_Tier1,UWHomes_Tier2,UWHomes_Tier3,UWHomes_AllTiers,UWHomes_TotalValue_Tier1,UWHomes_TotalValue_Tier2,UWHomes_TotalValue_Tier3,UWHomes_TotalValue_AllTiers,UWHomes_MedianValue_AllTiers,AllHomes_Tier1_ShareUW,AllHomes_Tier2_ShareUW,AllHomes_Tier3_ShareUW,AllHomes_AllTiers_ShareUW,UWHomes_ShareInTier1,UWHomes_ShareInTier2,UWHomes_ShareInTier3
Nation,United States,NA,NA,35461549,35452941,35484532,106399022,594672,542681,725955,1863308,1.22992E+11,1.95513E+11,5.97449E+11,9.15954E+11,310306,0.016769487,0.01530708,0.020458351,0.017512454,0.319148525,0.291245999,0.389605476
State,Alabama,Alabama,NA,546670,520247,491300,1558217,2890,2766,5046,10702,365986699,629176919,2583039495,3578203113,270254,0.005286553,0.005316705,0.01027071,0.006868106,0.270042983,0.258456363,0.471500654
State,California,California,NA,3060171,3076238,3169584,9305993,8090,14266,17783,40139,4859725390,12969249624,26666381753,44495356767,860373,0.002643643,0.004637483,0.005610515,0.004313242,0.201549615,0.355414933,0.443035452
State,Connecticut,Connecticut,NA,333904,334688,336254,1004846,4434,3807,7289,15530,1024758399,1807460170,8689479570,11521698139,442036,0.013279266,0.011374773,0.021677066,0.015455105,0.285511912,0.245138442,0.469349646
State,Delaware,Delaware,NA,102983,127573,127983,358539,4105,2574,3286,9965,615890421,687943979,1498012532,2801846932,241344.5,0.039860948,0.020176683,0.025675285,0.02779335,0.411941796,0.258304064,0.329754139
State,Florida,Florida,NA,2391491,2435575,2456637,7283703,313090,263276,331817,908183,53776974685,84327562563,2.78244E+11,4.16348E+11,276690,0.130918327,0.108096035,0.135069609,0.12468699,0.344743295,0.289893116,0.365363589
State,Georgia,Georgia,NA,1003890,986416,920843,2911149,5433,6904,9831,22168,1143841779,2318976705,6102691239,9565509723,295405,0.005411948,0.006999075,0.010676087,0.007614863,0.245083003,0.311439913,0.443477084
State,Hawaii,Hawaii,NA,132718,132760,139397,404875,16716,12536,7201,36453,5861105917,7957929785,11347781227,25166816929,500666,0.125951265,0.094426032,0.051658214,0.090035196,0.458563081,0.343894878,0.19754204
State,Louisiana,Louisiana,NA,439606,424665,417773,1282044,25678,23280,25237,74195,2767882743,3568865248,6755053878,13091801869,149888,0.058411396,0.054819681,0.060408404,0.057872429,0.346088011,0.313767774,0.340144215
State,Massachusetts,Massachusetts,NA,610378,611776,611920,1834074,16830,16491,24935,58256,5994030087,9525942056,34367948613,49887920756,582126,0.027573078,0.026955945,0.040748791,0.031763168,0.288897281,0.283078138,0.428024581
State,Maryland,Maryland,NA,654264,683706,701183,2039153,17770,18312,25466,61548,2705831641,4245809177,12101180742,19052821560,246266,0.02716029,0.026783442,0.036318622,0.03018312,0.288717749,0.297523884,0.413758367
State,Maine,Maine,NA,134505,134284,137197,405986,593,962,3024,4579,107627974,299466370,2132161471,2539255815,457768,0.004408758,0.007163921,0.022041298,0.011278714,0.129504259,0.210089539,0.660406202
State,Mississippi,Mississippi,NA,256076,245298,239117,740491,1382,1618,2324,5324,97948864,185605914,602039997,885594775,129395,0.005396835,0.006596059,0.009719091,0.007189824,0.259579264,0.303906837,0.436513899
State,North Carolina,North Carolina,NA,1100343,1089319,1045562,3235224,15113,15608,22517,53238,2597176266,4473007155,12479813258,19549996679,273856,0.013734808,0.014328218,0.021535786,0.016455738,0.283876179,0.293174049,0.422949773
State,New Hampshire,New Hampshire,NA,166262,166350,166572,499184,1444,780,1333,3557,259073626,331450182,1067336924,1657860732,355053,0.008685087,0.004688909,0.008002545,0.007125629,0.405960079,0.219285915,0.374754006
State,New Jersey,New Jersey,NA,843411,853312,852376,2549099,58500,55897,65713,180110,16980012356,26057725257,51944171752,94981909365,387284.5,0.069361201,0.065505935,0.077093912,0.070656338,0.32480151,0.310349231,0.364849259
State,New York,New York,NA,1379090,1378613,1379063,4136766,27930,23837,36380,88147,12122607262,15090539538,42724503890,69937650690,550632,0.020252485,0.017290567,0.026380231,0.021308191,0.316857068,0.27042327,0.412719661
State,Oregon,Oregon,NA,387584,396357,425236,1209177,2127,1045,772,3944,370428423,255049746,299705574,925183743,212916,0.005487843,0.002636512,0.001815462,0.003261723,0.539300203,0.264959432,0.195740365
State,Pennsylvania,Pennsylvania,NA,1362298,1372808,1361090,4096196,338,811,1489,2638,40191013,125154853,589628797,754974663,196745.5,2.48E-04,5.91E-04,0.001093976,6.44E-04,0.128127369,0.307429871,0.56444276
State,Rhode Island,Rhode Island,NA,104275,104686,104762,313723,956,908,2529,4393,248316569,383451073,2130859220,2762626862,473666,0.009168065,0.008673557,0.024140433,0.014002799,0.217618939,0.206692465,0.575688595
State,South Carolina,South Carolina,NA,598931,571984,538676,1709591,18135,19639,34736,72510,4385718186,8362718074,31309892968,44058329228,426691,0.030278947,0.034334877,0.064484031,0.042413653,0.250103434,0.270845401,0.479051165
State,Texas,Texas,NA,2441330,2510534,2337787,7289651,12771,13126,16979,42876,1580907542,2595481975,7167311675,11343701192,205095.5,0.005231165,0.00522837,0.007262852,0.005881763,0.297858942,0.306138632,0.396002426
State,Virginia,Virginia,NA,811870,827585,823238,2462693,11027,12580,21009,44616,1755121920,2967491036,9337627307,14060240263,257806.5,0.013582224,0.015200856,0.025519959,0.018116753,0.247153488,0.281961628,0.470884884
State,Washington,Washington,NA,731158,756879,780705,2268742,8945,5833,12524,27302,1363536116,1496416676,10500835756,13360788548,325471,0.012234018,0.007706648,0.016041911,0.012033982,0.327631675,0.213647352,0.458720973
County,Bay,Florida,NA,29094,29584,26728,85406,1145,1864,2795,5804,122900223,364963507,1115379178,1603242908,228448,0.039355194,0.063007031,0.104571984,0.067957755,0.197277739,0.321157822,0.481564438
County,Lee,Florida,NA,106331,106576,106924,319831,17339,14787,21199,53325,3510683061,5538566638,16304273276,25353522975,327242,0.163066274,0.138746059,0.198262317,0.166728679,0.325157056,0.277299578,0.397543366
County,Clay,Florida,NA,23082,24291,22041,69414,252,581,1150,1983,35420092,123459428,608571765,767451285,293353,0.010917598,0.023918324,0.052175491,0.028567724,0.127080182,0.292990419,0.5799294
